name,mass_mj,radius_rj,period_days,semi_major_axis_au,temp_k,discovery_method,disc_year,distance_ly,star_mass_solar,star_temp_k,remarks,mass_earth,radius_earth,habitability_score,habitability_label
Kepler-723b,,1.088,4.08227507,0.117,1093.7,transit,,3150,0.92,5539,[63],282.842,12.19648,20.74,0
Kepler-724b,,0.294,3.31494634,0.117,1093.7,transit,,2810,0.9,5437,[63],282.842,3.29574,31.15704,0
Kepler-725b,,0.948,39.64317811,0.117,1093.7,transit,,2540,0.88,5363,[63],282.842,10.62708,19.94,0
Kepler-726b,,0.291,21.80451088,0.117,1093.7,transit,,2730,0.88,5452,[63],282.842,3.26211,30.89156,0
Kepler-727b,,0.226,5.15448442,0.117,1093.7,transit,,2910,0.89,5441,[63],282.842,2.53346,34.00616,0
Kepler-728b,,0.298,5.74347727,0.117,1093.7,transit,,4030,0.95,5660,[63],282.842,3.34058,31.97768,0
Kepler-729b,,0.319,3.16635371,0.117,1093.7,transit,,4150,0.94,5633,[63],282.842,3.57599,30.83604,0
Kepler-730b,,0.822,6.49168426,0.117,1093.7,transit,,4750,1,5726,[63],282.842,9.21462,22.34,0
Kepler-731b,,1.238,3.85560355,0.117,1093.7,transit,,4280,1.03,5849,[63],282.842,13.87798,21.74,0
Kepler-732b,,0.194,9.46781405,0.117,1093.7,transit,,490,0.49,3631,[63],282.842,2.17474,27.44104,0
Kepler-732c,,0.113,0.89304124,0.117,1093.7,transit,,490,0.49,3631,[63],282.842,1.26673,31.07308,0
Kepler-733b,,0.252,20.83424726,0.117,1093.7,transit,,3200,0.9,5418,[63],282.842,2.82492,33.04032,0
Kepler-734b,,0.318,6.10485286,0.117,1093.7,transit,,1800,0.85,5326,[63],282.842,3.56478,29.08088,0
Kepler-735b,,0.263,11.51516988,0.117,1093.7,transit,,2600,0.85,5107,[63],282.842,2.94823,31.54708,0
Kepler-736b,,0.261,3.60147201,0.117,1093.7,transit,,3280,0.86,5217,[63],282.842,2.92581,31.83676,0
Kepler-737b,,0.175,28.59915399,0.117,1093.7,transit,,640,0.51,3813,[63],282.842,1.96175,28.693,0
Kepler-738b,,0.223,24.58721573,0.117,1093.7,transit,,3240,0.86,5327,[63],282.842,2.49983,33.54068,0
Kepler-739b,,0.296,12.53248465,0.117,1093.7,transit,,3680,0.93,5601,[63],282.842,3.31816,31.66736,0
Kepler-740b,,0.408,3.58410122,0.117,1093.7,transit,,4120,0.91,5438,[63],282.842,4.57368,26.24528,0
Kepler-741b,,0.265,7.03902374,0.117,1093.7,transit,,5000,1.16,6129,[63],282.842,2.97065,31.2574,0
Kepler-742b,,0.289,8.36086824,0.117,1093.7,transit,,1630,0.76,4642,[63],282.842,3.23969,28.58124,0
Kepler-743b,,0.108,3.17926292,0.117,1093.7,transit,,840,0.94,5486,[63],282.842,1.21068,40.29728,0
Kepler-744b,,0.145,12.06222443,0.117,1093.7,transit,,1590,0.94,5594,[63],282.842,1.62545,38.6382,0
Kepler-745b,,0.193,9.93143556,0.117,1093.7,transit,,3910,1.04,5849,[63],282.842,2.16353,36.88588,0
Kepler-746b,,0.099,3.48159251,0.117,1093.7,transit,,1500,0.91,5418,[63],282.842,1.10979,40.10084,0
Kepler-747b,,0.47,35.61760587,0.117,1093.7,transit,,2790,0.82,5096,[63],282.842,5.2687,21.6652,0
Kepler-748b,,0.225,7.40742793,0.117,1093.7,transit,,4150,1.07,5934,[63],282.842,2.52225,34.851,0
Kepler-749b,,0.277,17.31716585,0.117,1093.7,transit,,2460,0.79,5009,[63],282.842,3.10517,29.71932,0
Kepler-750b,,0.274,9.42887179,0.117,1093.7,transit,,3850,1.15,6160,[63],282.842,3.07154,31.05384,0
Kepler-750c,,0.145,4.08899022,0.117,1093.7,transit,,3850,1.15,6160,[63],282.842,1.62545,36.8382,0
Kepler-751b,,0.219,17.44490636,0.117,1093.7,transit,,2440,0.87,5387,[63],282.842,2.45499,33.92004,0
Kepler-752b,,0.251,18.82747265,0.117,1093.7,transit,,3510,0.87,5373,[63],282.842,2.81371,32.48516,0
Kepler-753b,,0.17,5.74772501,0.117,1093.7,transit,,910,0.68,4346,[63],282.842,1.9057,32.3172,0
Kepler-754b,,0.179,14.5596237,0.117,1093.7,transit,,3890,1.06,5935,[63],282.842,2.00659,37.11364,0
Kepler-755b,,0.157,1.26909037,0.117,1093.7,transit,,1200,0.82,5043,[63],282.842,1.75997,35.70012,0
Kepler-755c,,0.112,2.85313364,0.117,1093.7,transit,,1200,0.82,5043,[63],282.842,1.25552,37.71792,0
Kepler-756b,,0.1,1.22486632,0.117,1093.7,transit,,2780,0.82,5282,[63],282.842,1.121,38.256,0
Kepler-757b,,0.121,1.02267882,0.117,1093.7,transit,,3310,1.08,6014,[63],282.842,1.35641,39.31436,0
Kepler-758b,,0.221,12.1097104,0.117,1093.7,transit,,4410,1.16,6228,[63],282.842,2.47741,33.23036,0
Kepler-758c,,0.151,4.75793986,0.117,1093.7,transit,,4410,1.16,6228,[63],282.842,1.69271,36.36916,0
Kepler-758d,,0.189,20.4966197,0.117,1093.7,transit,,4410,1.16,6228,[63],282.842,2.11869,34.66524,0
Kepler-758e,,0.136,8.1934719,0.117,1093.7,transit,,4410,1.16,6228,[63],282.842,1.52456,37.04176,0
Kepler-759b,,0.203,41.805985,0.117,1093.7,transit,,2910,1.04,5860,[63],282.842,2.27563,36.43748,0
Kepler-760b,,0.273,8.70419416,0.117,1093.7,transit,,2550,0.89,5322,[63],282.842,3.06033,31.89868,0
Kepler-760c,,0.132,2.46697439,0.117,1093.7,transit,,2550,0.89,5322,[63],282.842,1.47972,38.22112,0
Kepler-761b,,0.181,10.12804789,0.117,1093.7,transit,,2830,0.95,5706,[63],282.842,2.02901,37.22396,0
Kepler-762b,,1.131,3.7705521,0.117,1093.7,transit,,4780,1.06,5944,[63],282.842,12.67851,21.14,0
Kepler-763b,,0.109,1.19655156,0.117,1093.7,transit,,2940,0.84,5166,[63],282.842,1.22189,38.25244,0
Kepler-764b,,0.146,7.33683936,0.117,1093.7,transit,,3300,0.92,5557,[63],282.842,1.63666,38.19336,0
Kepler-765b,,0.217,27.6655226,0.117,1093.7,transit,,3300,1.05,5901,[63],282.842,2.43257,35.60972,0
Kepler-766b,,0.302,6.10027804,0.117,1093.7,transit,,5260,1.1,5992,[63],282.842,3.38542,30.79832,0
Kepler-767b,,0.592,161.5280101,0.117,1093.7,transit,,3860,0.96,5694,[63],282.842,6.63632,21.54,0
Kepler-768b,,0.16,11.3910025,0.117,1093.7,transit,,2590,0.82,5108,[63],282.842,1.7936,35.5656,0
Kepler-769b,,0.261,7.42608998,0.117,1093.7,transit,,4440,1.19,6186,[63],282.842,2.92581,30.83676,0
Kepler-769c,,0.16,15.9870174,0.117,1093.7,transit,,4440,1.19,6186,[63],282.842,1.7936,35.3656,0
Kepler-770b,,0.205,18.92540274,0.117,1093.7,transit,,2480,0.94,5598,[63],282.842,2.29805,35.9478,0
Kepler-770c,,0.107,1.47532231,0.117,1093.7,transit,,2480,0.94,5598,[63],282.842,1.19947,40.34212,0
Kepler-770d,,0.125,4.15244722,0.117,1093.7,transit,,2480,0.94,5598,[63],282.842,1.40125,39.535,0
Kepler-771b,,0.162,8.73485836,0.117,1093.7,transit,,3300,1.03,5906,[63],282.842,1.81602,38.47592,0
Kepler-772b,,0.162,12.99207337,0.117,1093.7,transit,,2250,0.98,5714,[63],282.842,1.81602,38.67592,0
Kepler-773b,,0.128,3.74910006,0.117,1093.7,transit,,1720,1.04,5850,[63],282.842,1.43488,39.80048,0
Kepler-774b,,0.283,11.0895723,0.117,1093.7,transit,,3900,1.57,6403,[63],282.842,3.17243,22.25028,0
Kepler-775b,,0.106,0.97486893,0.117,1093.7,transit,,1300,0.92,5468,[63],282.842,1.18826,39.98696,0
Kepler-776b,,0.114,4.89718784,0.117,1093.7,transit,,2370,0.83,5071,[63],282.842,1.27794,37.82824,0
Kepler-777b,,0.131,5.72812599,0.117,1093.7,transit,,1250,0.58,4043,[63],282.842,1.46851,32.06596,0
Kepler-778b,,0.15,3.75574426,0.117,1093.7,transit,,2930,0.81,5102,[63],282.842,1.6815,35.814,0
Kepler-779b,,0.082,7.09714223,0.117,1093.7,transit,,730,0.46,3804,[63],282.842,0.91922,31.21688,0
Kepler-780b,,0.079,0.67737516,0.117,1093.7,transit,,1700,1.01,5769,[63],282.842,0.88559,41.68236,0
Kepler-781b,,0.258,13.2140732,0.117,1093.7,transit,,3380,0.81,5162,[63],282.842,2.89218,30.97128,0
Kepler-782b,,0.286,158.6853308,0.117,1093.7,transit,,1340,0.98,5867,[63],282.842,3.20606,33.11576,0
Kepler-783b,,0.07,4.29264638,0.117,1093.7,transit,,1770,0.93,5521,[63],282.842,0.7847,40.0788,0
Kepler-784b,,0.141,31.5922646,0.117,1093.7,transit,,1970,1,5674,[63],282.842,1.58061,40.01756,0
Kepler-785b,,1.162,1.97376093,0.117,1093.7,transit,,2170,0.77,4739,[63],282.842,13.02602,17.74,0
Kepler-786b,,0.217,53.5293487,0.117,1093.7,transit,,1670,0.81,4838,[63],282.842,2.43257,32.80972,0
Kepler-787b,,0.114,0.9283105,0.117,1093.7,transit,,1530,0.65,4248,[63],282.842,1.27794,34.22824,0
Kepler-788b,,0.227,8.39846269,0.117,1093.7,transit,,5380,1.16,6159,[63],282.842,2.54467,32.96132,0
Kepler-789b,,0.189,8.63847725,0.117,1093.7,transit,,2980,1.01,5870,[63],282.842,2.11869,37.66524,0
Kepler-790b,,0.194,13.73469807,0.117,1093.7,transit,,2370,0.84,5208,[63],282.842,2.17474,34.44104,0
Kepler-791b,,0.272,14.5539759,0.117,1093.7,transit,,4720,1.3,6383,[63],282.842,3.04912,28.14352,0
Kepler-792b,,0.175,11.30119217,0.117,1093.7,transit,,3930,1.09,5971,[63],282.842,1.96175,36.693,0
Kepler-793b,,0.122,4.24153639,0.117,1093.7,transit,,2590,0.98,5745,[63],282.842,1.36762,40.46952,0
Kepler-794b,,0.188,11.13125132,0.117,1093.7,transit,,2490,1.19,5839,[63],282.842,2.10748,34.11008,0
Kepler-795b,,0.15,29.6193421,0.117,1093.7,transit,,1490,0.94,5631,[63],282.842,1.6815,38.414,0
Kepler-796b,,0.116,6.40087618,0.117,1093.7,transit,,1230,0.93,5475,[63],282.842,1.30036,39.73856,0
Kepler-797b,,0.194,27.07237711,0.117,1093.7,transit,,2450,0.96,5680,[63],282.842,2.17474,36.84104,0
Kepler-798b,,0.213,13.71933369,0.117,1093.7,transit,,3540,1.19,6224,[63],282.842,2.38773,32.98908,0
Kepler-799b,,0.614,133.4605235,0.117,1093.7,transit,,3360,0.95,5681,[63],282.842,6.88294,21.34,0
Kepler-800b,,0.254,14.13176026,0.117,1093.7,transit,,3420,0.85,5315,[63],282.842,2.84734,31.95064,0
Kepler-801b,,0.178,11.41928253,0.117,1093.7,transit,,1370,0.67,4435,[63],282.842,1.99538,31.75848,0
Kepler-802b,,0.316,40.0587473,0.117,1093.7,transit,,2700,0.93,5507,[63],282.842,3.54236,30.77056,0
Kepler-803b,,0.338,50.28638192,0.117,1093.7,transit,,2010,1.05,5919,[63],282.842,3.78898,30.18408,0
Kepler-804b,,0.173,14.37457351,0.117,1093.7,transit,,2110,1.01,5817,[63],282.842,1.93933,38.38268,0
Kepler-804c,,0.102,9.65185017,0.117,1093.7,transit,,2110,1.01,5817,[63],282.842,1.14342,41.56632,0
Kepler-805b,,0.258,30.8638931,0.117,1093.7,transit,,2140,1.19,6112,[63],282.842,2.89218,30.97128,0
Kepler-806b,,0.102,8.09219642,0.117,1093.7,transit,,850,0.99,5770,[63],282.842,1.14342,41.56632,0
Kepler-807b,,0.93,117.9310878,0.117,1093.7,transit,,4280,1.04,5965,[63],282.842,10.4253,21.54,0
Kepler-808b,,0.13,0.63133235,0.117,1093.7,transit,,1050,0.76,4653,[63],282.842,1.4573,35.7108,0
Kepler-809b,,0.269,55.63934,0.117,1093.7,transit,,3040,0.99,5734,[63],282.842,3.01549,34.07804,0
Kepler-810b,,0.172,4.59725385,0.117,1093.7,transit,,5070,1.03,5803,[63],282.842,1.92812,38.02752,0
Kepler-811b,,0.241,23.58447697,0.117,1093.7,transit,,2760,1.01,5747,[63],282.842,2.70161,35.33356,0
Kepler-812b,,0.317,10.11716531,0.117,1093.7,transit,,4830,1.45,6761,[63],282.842,3.55357,23.12572,0
Kepler-813b,,0.191,19.12947337,0.117,1093.7,transit,,2700,0.95,5743,[63],282.842,2.14111,36.77556,0
Kepler-814b,,0.189,6.1469851,0.117,1093.7,transit,,4330,1.15,6162,[63],282.842,2.11869,34.86524,0
Kepler-815b,,0.367,8.57503552,0.117,1093.7,transit,,3910,1.25,5028,[63],282.842,4.11407,24.88372,0
Kepler-816b,,0.914,10.50682565,0.117,1093.7,transit,,3450,0.9,5286,[63],282.842,10.24594,20.34,0
Kepler-817b,,0.806,3.99010623,0.117,1093.7,transit,,4570,1.03,5861,[63],282.842,9.03526,21.74,0
Kepler-818b,,0.456,10.03538581,0.117,1093.7,transit,,3150,0.94,5638,[63],282.842,5.11176,24.69296,0
Kepler-819b,,0.246,33.1995648,0.117,1093.7,transit,,2350,0.86,5279,[63],282.842,2.75766,32.50936,0
Kepler-820b,,0.543,127.8338098,0.117,1093.7,transit,,3230,1.23,6260,[63],282.842,6.08703,17.74,0
Kepler-821b,,0.117,1.92279873,0.117,1093.7,transit,,2020,0.84,5191,[63],282.842,1.31157,37.89372,0
Kepler-822b,,0.158,3.22296927,0.117,1093.7,transit,,3120,1.06,5928,[63],282.842,1.77118,38.05528,0
Kepler-823b,,0.14,4.16809082,0.117,1093.7,transit,,2920,0.98,5643,[63],282.842,1.5694,39.6624,0
Kepler-824b,,0.167,4.51436633,0.117,1093.7,transit,,4410,1.15,6035,[63],282.842,1.87207,35.85172,0
Kepler-825b,,0.136,3.77360059,0.117,1093.7,transit,,2700,1.03,5976,[63],282.842,1.52456,39.64176,0
Kepler-825c,,0.164,8.1818246,0.117,1093.7,transit,,2700,1.03,5976,[63],282.842,1.83844,38.38624,0
Kepler-826b,,0.112,4.48758907,0.117,1093.7,transit,,2120,1.05,6079,[63],282.842,1.25552,40.31792,0
Kepler-827b,,0.502,51.92927591,0.117,1093.7,transit,,4410,0.93,5602,[63],282.842,5.62742,22.43032,0
Kepler-828b,,0.135,0.56785714,0.117,1093.7,transit,,2040,0.81,5039,[63],282.842,1.51335,36.4866,0
Kepler-829b,,0.188,6.88337562,0.117,1093.7,transit,,3110,0.98,5698,[63],282.842,2.10748,37.51008,0
Kepler-830b,,0.152,11.29695137,0.117,1093.7,transit,,3660,1.07,6037,[63],282.842,1.70392,38.12432,0
Kepler-831b,,0.113,5.62153941,0.117,1093.7,transit,,1880,0.99,5732,[63],282.842,1.26673,41.07308,0
Kepler-832b,,0.184,7.1396941,0.117,1093.7,transit,,4390,0.92,5596,[63],282.842,2.06264,36.48944,0
Kepler-833b,,0.18,18.7546998,0.117,1093.7,transit,,1370,0.64,4339,[63],282.842,2.0178,31.0688,0
Kepler-834b,,0.18,13.32388301,0.117,1093.7,transit,,2000,0.7,4554,[63],282.842,2.0178,32.2688,0
Kepler-835b,,0.249,11.41909375,0.117,1093.7,transit,,6560,1.08,5954,[63],282.842,2.79129,33.57484,0
Kepler-836b,,0.244,11.36112327,0.117,1093.7,transit,,3270,1.03,5895,[63],282.842,2.73524,34.79904,0
Kepler-837b,,0.228,16.56059504,0.117,1093.7,transit,,2760,0.85,5403,[63],282.842,2.55588,33.11648,0
Kepler-838b,,0.244,15.74957994,0.117,1093.7,transit,,3900,0.98,5770,[63],282.842,2.73524,34.99904,0
Kepler-839b,,0.229,37.8144514,0.117,1093.7,transit,,2720,1.22,6058,[63],282.842,2.56709,31.67164,0
Kepler-840b,,1.523,2.49577962,0.117,1093.7,transit,,2540,1.04,5920,[63],282.842,17.07283,21.54,0
Kepler-841b,,0.467,124.4198398,0.117,1093.7,transit,,3430,0.85,5324,[63],282.842,5.23507,22.39972,0
Kepler-842b,,0.143,1.21956827,0.117,1093.7,transit,,1800,0.78,4848,[63],282.842,1.60303,35.52788,0
Kepler-843b,,0.231,2.05387982,0.117,1093.7,transit,,4070,1.02,5830,[63],282.842,2.58951,35.58196,0
Kepler-844b,,0.15,2.61302086,0.117,1093.7,transit,,1290,0.59,4128,[63],282.842,1.6815,31.414,0
Kepler-845b,,0.182,0.92785982,0.117,1093.7,transit,,1540,0.79,4913,[63],282.842,2.04022,33.97912,0
Kepler-846b,,0.221,19.80792185,0.117,1093.7,transit,,4020,0.94,5579,[63],282.842,2.47741,35.23036,0
Kepler-847b,,0.105,2.3432319,0.117,1093.7,transit,,1730,0.83,4940,[63],282.842,1.17705,38.2318,0
Kepler-848b,,0.152,6.91134416,0.117,1093.7,transit,,2600,1.01,5695,[63],282.842,1.70392,39.32432,0
Kepler-849b,,0.637,394.6244904,0.117,1093.7,transit,,2440,1.23,6059,[63],282.842,7.14077,17.74,0
Kepler-850b,,0.159,7.19303878,0.117,1093.7,transit,,5010,1.06,5932,[63],282.842,1.78239,38.01044,0
Kepler-851b,,0.15,8.50699658,0.117,1093.7,transit,,2830,0.89,5455,[63],282.842,1.6815,37.414,0
Kepler-852b,,0.227,44.9309804,0.117,1093.7,transit,,2790,1.19,6100,[63],282.842,2.54467,32.36132,0
Kepler-853b,,0.151,7.16892463,0.117,1093.7,transit,,2000,1.3,6350,[63],282.842,1.69271,33.56916,0
Kepler-854b,,1.492,2.14463285,0.117,1093.7,transit,,2420,1.17,6179,[63],282.842,16.72532,18.94,0
Kepler-855b,,0.745,7.8866311,0.117,1093.7,transit,,3400,1.03,5835,[63],282.842,8.35145,21.74,0
Kepler-856b,,0.83,8.02768059,0.117,1093.7,transit,,3830,0.96,5535,[63],282.842,9.3043,21.54,0
Kepler-857b,,0.607,85.35129427,0.117,1093.7,transit,,3390,0.99,5773,[63],282.842,6.80447,22.14,0
Kepler-858b,,0.434,76.13602028,0.117,1093.7,transit,,970,0.96,5653,[63],282.842,4.86514,26.07944,0
Kepler-859b,,0.276,20.38177573,0.117,1093.7,transit,,2980,0.81,5020,[63],282.842,3.09396,30.16416,0
Kepler-860b,,0.289,5.10137945,0.117,1093.7,transit,,4220,1.04,5836,[63],282.842,3.23969,32.58124,0
Kepler-861b,,0.203,3.94963138,0.117,1093.7,transit,,2630,0.82,5047,[63],282.842,2.27563,33.63748,0
Kepler-862b,,0.197,3.14866453,0.117,1093.7,transit,,2630,0.88,5333,[63],282.842,2.20837,35.10652,0
Kepler-863b,,0.259,15.59461874,0.117,1093.7,transit,,3730,0.96,5678,[63],282.842,2.90339,33.92644,0
Kepler-864b,,0.214,5.83376092,0.117,1093.7,transit,,5130,1,5754,[63],282.842,2.39894,36.74424,0
Kepler-865b,,0.222,14.16399294,0.117,1093.7,transit,,2170,0.93,5570,[63],282.842,2.48862,34.98552,0
Kepler-866b,,0.145,2.61703254,0.117,1093.7,transit,,2300,0.75,4751,[63],282.842,1.62545,34.8382,0
Kepler-867b,,0.414,150.242127,0.117,1093.7,transit,,2690,0.92,5541,[63],282.842,4.64094,26.17624,0
Kepler-868b,,0.183,5.03251791,0.117,1093.7,transit,,4140,0.93,5614,[63],282.842,2.05143,36.73428,0
Kepler-869b,,0.322,40.4287755,0.117,1093.7,transit,,3120,0.97,5664,[63],282.842,3.60962,31.30152,0
Kepler-870b,,0.248,21.3587621,0.117,1093.7,transit,,4010,1.01,5857,[63],282.842,2.78008,35.01968,0
Kepler-871b,,0.334,22.0459018,0.117,1093.7,transit,,5530,1.11,5993,[63],282.842,3.74414,29.16344,0
Kepler-872b,,0.178,2.57885507,0.117,1093.7,transit,,3630,1.05,5902,[63],282.842,1.99538,37.35848,0
Kepler-873b,,0.335,20.5533844,0.117,1093.7,transit,,4560,1.18,6163,[63],282.842,3.75535,27.7186,0
Kepler-874b,,0.352,40.0686727,0.117,1093.7,transit,,3500,1.09,6020,[63],282.842,3.94592,28.75632,0
Kepler-875b,,0.259,27.5073799,0.117,1093.7,transit,,4060,1.06,5958,[63],282.842,2.90339,33.52644,0
Kepler-876b,,0.128,5.14438011,0.117,1093.7,transit,,2400,0.81,5060,[63],282.842,1.43488,36.80048,0
Kepler-877b,,0.189,18.45847097,0.117,1093.7,transit,,1870,0.85,5261,[63],282.842,2.11869,34.86524,0
Kepler-878b,,0.172,25.9422033,0.117,1093.7,transit,,1850,0.81,5044,[63],282.842,1.92812,34.82752,0
Kepler-879b,,0.229,33.3855938,0.117,1093.7,transit,,2520,1.02,5792,[63],282.842,2.56709,35.67164,0
Kepler-880b,,0.237,7.71468975,0.117,1093.7,transit,,2200,1.46,6761,[63],282.842,2.65677,26.51292,0
Kepler-881b,,0.159,4.44448017,0.117,1093.7,transit,,4450,1.06,5961,[63],282.842,1.78239,38.01044,0
Kepler-882b,,0.11,3.98953967,0.117,1093.7,transit,,1710,0.9,5476,[63],282.842,1.2331,39.4076,0
Kepler-883b,,0.159,12.98495573,0.117,1093.7,transit,,1790,1.06,6116,[63],282.842,1.78239,38.01044,0
Kepler-884b,,0.11,5.69919514,0.117,1093.7,transit,,1400,1,5715,[63],282.842,1.2331,41.4076,0
Kepler-885b,,0.223,18.11472949,0.117,1093.7,transit,,2060,1.21,6187,[63],282.842,2.49983,32.14068,0
Kepler-886b,,0.136,6.24146367,0.117,1093.7,transit,,2800,1.1,6098,[63],282.842,1.52456,38.24176,0
Kepler-887b,,0.164,20.42228798,0.117,1093.7,transit,,2710,1.19,6194,[63],282.842,1.83844,35.18624,0
Kepler-887c,,0.101,7.63846023,0.117,1093.7,transit,,2710,1.19,6194,[63],282.842,1.13221,38.01116,0
Kepler-888b,,0.157,70.6979061,0.117,1093.7,transit,,1350,0.97,5875,[63],282.842,1.75997,38.70012,0
Kepler-889b,,0.097,3.744439,0.117,1093.7,transit,,1670,1.14,5961,[63],282.842,1.08737,39.19052,0
Kepler-890b,,0.793,52.75875577,0.117,1093.7,transit,,4520,1.09,5954,[63],282.842,8.88953,20.54,0
Kepler-891b,,0.572,53.44945593,0.117,1093.7,transit,,4470,1.06,5887,[63],282.842,6.41212,21.14,0
Kepler-892b,,0.251,13.7521072,0.117,1093.7,transit,,2100,0.75,4747,[63],282.842,2.81371,30.08516,0
Kepler-893b,,0.27,6.33855761,0.117,1093.7,transit,,3970,1,5820,[63],282.842,3.0267,34.2332,0
Kepler-894b,,0.248,9.803224,0.117,1093.7,transit,,3600,0.87,5603,[63],282.842,2.78008,32.61968,0
Kepler-895b,,0.137,2.80624233,0.117,1093.7,transit,,1680,0.65,4315,[63],282.842,1.53577,33.19692,0
Kepler-896b,,0.226,144.547396,0.117,1093.7,transit,,2920,0.84,5262,[63],282.842,2.53346,33.00616,0
Kepler-897b,,0.213,8.0472642,0.117,1093.7,transit,,3740,1.03,5839,[63],282.842,2.38773,36.18908,0
Kepler-898b,,0.133,5.8706191,0.117,1093.7,transit,,1560,0.65,4223,[63],282.842,1.49093,33.37628,0
Kepler-899b,,0.239,19.17891293,0.117,1093.7,transit,,3390,0.93,5595,[63],282.842,2.67919,34.22324,0
Kepler-900b,,0.186,6.9913086,0.117,1093.7,transit,,1650,0.78,4836,[63],282.842,2.08506,33.59976,0
Kepler-901b,,0.122,3.51749439,0.117,1093.7,transit,,790,0.59,4184,[63],282.842,1.36762,32.66952,0
Kepler-902b,,0.227,40.1099547,0.117,1093.7,transit,,2950,0.95,5647,[63],282.842,2.54467,35.16132,0
Kepler-903b,,0.179,10.3507721,0.117,1093.7,transit,,2700,0.98,5682,[63],282.842,2.00659,37.91364,0
Kepler-903c,,0.226,62.9228557,0.117,1093.7,transit,,2700,0.98,5682,[63],282.842,2.53346,35.80616,0
Kepler-904b,,0.158,3.02166863,0.117,1093.7,transit,,3750,1.16,6160,[63],282.842,1.77118,36.05528,0
Kepler-905b,,0.126,5.08274652,0.117,1093.7,transit,,1700,0.95,5461,[63],282.842,1.41246,39.69016,0
Kepler-906b,,0.188,41.6979976,0.117,1093.7,transit,,2470,1.06,6035,[63],282.842,2.10748,36.71008,0
Kepler-907b,,0.107,15.86621821,0.117,1093.7,transit,,1150,1.08,6106,[63],282.842,1.19947,39.94212,0
Kepler-908b,,0.109,1.34059747,0.117,1093.7,transit,,820,1.11,5973,[63],282.842,1.22189,39.25244,0
Kepler-909b,,0.131,13.93290318,0.117,1093.7,transit,,1040,1.17,6154,[63],282.842,1.46851,37.06596,0
Kepler-910b,,0.073,2.36436901,0.117,1093.7,transit,,1310,1.26,6230,[63],282.842,0.81833,36.41332,0
Kepler-911b,,0.232,20.310501,0.117,1093.7,transit,,1850,1.34,6112,[63],282.842,2.60072,29.13712,0
Kepler-912b,,0.25,2.53475627,0.117,1093.7,transit,,4130,1.07,5998,[63],282.842,2.8025,33.73,0
Kepler-913b,,0.184,10.29672521,0.117,1093.7,transit,,1950,0.63,4687,[63],282.842,2.06264,30.68944,0
Kepler-914b,,0.123,4.40966548,0.117,1093.7,transit,,2210,1.1,5877,[63],282.842,1.37883,38.82468,0
Kepler-915b,,0.134,4.59489604,0.117,1093.7,transit,,2630,1.21,6173,[63],282.842,1.50214,36.13144,0
Kepler-916b,,0.157,32.2968798,0.117,1093.7,transit,,2510,0.85,5248,[63],282.842,1.75997,36.30012,0
Kepler-917b,,0.17,2.97041437,0.117,1093.7,transit,,3350,0.8,5418,[63],282.842,1.9057,34.7172,0
Kepler-918b,,0.155,4.85386933,0.117,1093.7,transit,,4060,1.11,6028,[63],282.842,1.73755,37.1898,0
Kepler-919b,,0.201,11.04603384,0.117,1093.7,transit,,3980,1.15,6113,[63],282.842,2.25321,34.32716,0
Kepler-920b,,0.216,6.53192704,0.117,1093.7,transit,,3020,0.89,5403,[63],282.842,2.42136,34.45456,0
Kepler-920c,,0.339,100.8274113,0.117,1093.7,transit,,3020,0.89,5403,[63],282.842,3.80019,28.93924,0
Kepler-921b,,0.256,51.300634,0.117,1093.7,transit,,2760,0.93,5663,[63],282.842,2.86976,33.46096,0
Kepler-922b,,0.127,0.93846683,0.117,1093.7,transit,,1820,0.95,5671,[63],282.842,1.42367,39.64532,0
Kepler-923b,,0.123,6.93366476,0.117,1093.7,transit,,3150,1.11,5988,[63],282.842,1.37883,38.62468,0
Kepler-924b,,0.274,61.0370117,0.117,1093.7,transit,,3250,1.14,6167,[63],282.842,3.07154,31.25384,0
Kepler-925b,,0.209,33.8678531,0.117,1093.7,transit,,2030,0.77,4673,[63],282.842,2.34289,32.36844,0
Kepler-926b,,0.206,52.0688601,0.117,1093.7,transit,,2510,1.01,5806,[63],282.842,2.30926,36.90296,0
Kepler-927b,,0.153,9.1149903,0.117,1093.7,transit,,2870,0.99,5743,[63],282.842,1.71513,39.27948,0
Kepler-928b,,0.142,3.9324613,0.117,1093.7,transit,,1740,0.73,4700,[63],282.842,1.59182,34.57272,0
Kepler-929b,,0.099,0.92103214,0.117,1093.7,transit,,2700,1.01,5869,[63],282.842,1.10979,41.70084,0
Kepler-930b,,0.19,71.4517775,0.117,1093.7,transit,,2950,1.25,6335,[63],282.842,2.1299,32.8204,0
Kepler-931b,,0.119,8.03755877,0.117,1093.7,transit,,1600,0.86,5241,[63],282.842,1.33399,38.20404,0
Kepler-932b,,0.122,1.9214374,0.117,1093.7,transit,,1560,0.87,5331,[63],282.842,1.36762,38.26952,0
Kepler-933b,,0.219,14.20443009,0.117,1093.7,transit,,3010,0.87,5346,[63],282.842,2.45499,33.92004,0
Kepler-934b,,0.186,55.6738309,0.117,1093.7,transit,,1970,0.81,5001,[63],282.842,2.08506,34.19976,0
Kepler-935b,,0.12,4.88083852,0.117,1093.7,transit,,1570,0.78,4830,[63],282.842,1.3452,36.5592,0
